试样编号,照片帧号,估计时间_s,Fx1力_N,Fx2力_N,Fx平均力_N,Fy1力_N,Fy2力_N,Fy平均力_N,加载类型,事件标签,同步状态
XY_Xy-03-10-01,0,0.05,80.0,88.0,84.0,88.0,81.0,84.5,拉伸,加载起点,估计同步待核验
XY_Xy-03-10-01,1,0.07300000000000001,282.0,305.0,293.5,293.0,281.0,287.0,拉伸,,估计同步待核验
XY_Xy-03-10-01,2,0.096,544.0,567.0,555.5,550.0,532.0,541.0,拉伸,,估计同步待核验
XY_Xy-03-10-01,3,0.11900000000000001,798.0,827.0,812.5,807.0,782.0,794.5,拉伸,,估计同步待核验
XY_Xy-03-10-01,4,0.14200000000000002,1051.0,1076.0,1063.5,1055.0,1026.0,1040.5,拉伸,,估计同步待核验
XY_Xy-03-10-01,5,0.165,1282.0,1311.0,1296.5,1288.0,1257.0,1272.5,拉伸,,估计同步待核验
XY_Xy-03-10-01,6,0.188,1499.0,1528.0,1513.5,1499.0,1463.0,1481.0,拉伸,,估计同步待核验
XY_Xy-03-10-01,7,0.21100000000000002,1677.0,1698.0,1687.5,1670.0,1628.0,1649.0,拉伸,力峰值,估计同步待核验
XY_Xy-03-10-01,8,0.23400000000000004,1634.9999999999925,1632.9999999999914,1633.9999999999918,1613.9999999999916,1566.9999999999916,1590.4999999999916,拉伸,,估计同步待核验
XY_Xy-03-10-01,9,0.257,551.0,481.0,516.0,482.0,441.0,461.5,拉伸,峰后下降,估计同步待核验
XY_Xy-03-10-01,10,0.28,38.0,10.0,24.0,6.0,9.0,7.5,拉伸,,估计同步待核验
XY_Xy-03-10-01,11,0.30300000000000005,7.0,9.0,8.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_Xy-03-10-01,12,0.326,8.0,8.0,8.0,5.0,3.0,4.0,拉伸,,估计同步待核验
XY_Xy-03-10-01,13,0.34900000000000003,8.0,9.0,8.5,5.0,4.0,4.5,拉伸,,估计同步待核验
XY_Xy-03-10-01,14,0.372,9.0,9.0,9.0,6.0,4.0,5.0,拉伸,,估计同步待核验
XY_Xy-03-10-01,15,0.395,9.0,8.0,8.5,6.0,4.0,5.0,拉伸,,估计同步待核验
XY_Xy-03-10-01,16,0.41800000000000004,9.0,8.0,8.5,5.0,4.0,4.5,拉伸,,估计同步待核验
XY_Xy-03-10-01,17,0.441,9.0,8.0,8.5,5.0,4.0,4.5,拉伸,,估计同步待核验
XY_Xy-03-10-01,18,0.464,8.0,8.0,8.0,4.0,4.0,4.0,拉伸,,估计同步待核验
XY_Xy-03-10-01,19,0.487,7.0,9.0,8.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_Xy-03-10-01,20,0.51,9.0,8.0,8.5,5.0,2.0,3.5,拉伸,文件末帧、图像破坏候选,估计同步待核验
