试样编号,照片帧号,估计时间_s,Fx1力_N,Fx2力_N,Fx平均力_N,Fy1力_N,Fy2力_N,Fy平均力_N,加载类型,事件标签,同步状态
XY_X-06-1.0-01,0,0.104,83.0,84.0,83.5,4.0,3.0,3.5,拉伸,加载起点,估计同步待核验
XY_X-06-1.0-01,1,0.12434090909090909,95.0,95.0,95.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,2,0.1446818181818182,118.0,118.0,118.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,3,0.16502272727272727,142.0,141.0,141.5,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,4,0.18536363636363637,165.0,165.0,165.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,5,0.20570454545454547,188.0,189.0,188.5,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,6,0.22604545454545455,212.0,213.0,212.5,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,7,0.24638636363636363,228.47727272727266,229.02272727272717,228.74999999999991,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,8,0.26672727272727276,248.0,248.0,248.0,5.0,3.0,4.0,拉伸,,估计同步待核验
XY_X-06-1.0-01,9,0.2870681818181818,272.0,272.0,272.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,10,0.3074090909090909,295.0,295.0,295.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,11,0.32775,317.0,318.0,317.5,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,12,0.3480909090909091,340.0,342.0,341.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,13,0.36843181818181814,363.0,365.0,364.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,14,0.38877272727272727,377.0,377.0,377.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,15,0.40911363636363635,400.0,400.0,400.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,16,0.4294545454545455,422.0,423.0,422.5,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,17,0.4497954545454545,444.0,446.0,445.0,4.0,3.0,3.5,拉伸,,估计同步待核验
XY_X-06-1.0-01,18,0.4701363636363636,467.0,469.0,468.0,4.0,3.0,3.5,拉伸,,估计同步待核验
