试验编号,方向,速度_mm_s,照片帧号,照片文件,估计时间_s,Fx1力_N,Fx2力_N,Fy1力_N,Fy2力_N,事件标签,同步状态
XY_Xy-03-10-01,XY,20.0,0,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000000.jpg,0.05,-80.0,-88.0,-88.0,-81.0,加载起点,估计同步待核验
XY_Xy-03-10-01,XY,20.0,1,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000001.jpg,0.07300000000000001,-282.0,-305.0,-293.0,-281.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,2,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000002.jpg,0.096,-544.0,-567.0,-550.0,-532.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,3,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000003.jpg,0.11900000000000001,-798.0,-827.0,-807.0,-782.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,4,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000004.jpg,0.14200000000000002,-1051.0,-1076.0,-1055.0,-1026.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,5,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000005.jpg,0.165,-1282.0,-1311.0,-1288.0,-1257.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,6,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000006.jpg,0.188,-1499.0,-1528.0,-1499.0,-1463.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,7,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000007.jpg,0.21100000000000002,-1677.0,-1698.0,-1670.0,-1628.0,力峰值,估计同步待核验
XY_Xy-03-10-01,XY,20.0,8,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000008.jpg,0.23400000000000004,-1634.9999999999925,-1632.9999999999914,-1613.9999999999916,-1566.9999999999916,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,9,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000009.jpg,0.257,-551.0,-481.0,-482.0,-441.0,峰后下降,估计同步待核验
XY_Xy-03-10-01,XY,20.0,10,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000010.jpg,0.28,-38.0,-10.0,-6.0,9.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,11,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000011.jpg,0.30300000000000005,-7.0,-9.0,-4.0,3.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,12,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000012.jpg,0.326,-8.0,-8.0,-5.0,3.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,13,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000013.jpg,0.34900000000000003,-8.0,-9.0,-5.0,4.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,14,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000014.jpg,0.372,-9.0,-9.0,-6.0,4.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,15,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000015.jpg,0.395,-9.0,-8.0,-6.0,4.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,16,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000016.jpg,0.41800000000000004,-9.0,-8.0,-5.0,4.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,17,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000017.jpg,0.441,-9.0,-8.0,-5.0,4.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,18,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000018.jpg,0.464,-8.0,-8.0,-4.0,4.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,19,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000019.jpg,0.487,-7.0,-9.0,-4.0,3.0,,估计同步待核验
XY_Xy-03-10-01,XY,20.0,20,XY/袁-20250529/Xy-03-10-01/Test1/33061_1_17/Img000020.jpg,0.51,-9.0,-8.0,-5.0,2.0,文件末帧、图像破坏候选,估计同步待核验
