试验编号,方向,速度_mm_s,照片帧号,照片文件,估计时间_s,Fx1力_N,Fx2力_N,Fy1力_N,Fy2力_N,事件标签,同步状态
XY_Y-11-10-01,Y,20.0,0,XY/袁-20250529/Y-11-10-01/Test1/33061_1_24/Img000000.jpg,0.0,-9.0,-8.0,-1559.0,-1552.0,力峰值,预载起点待核验
XY_Y-11-10-01,Y,20.0,1,XY/袁-20250529/Y-11-10-01/Test1/33061_1_24/Img000001.jpg,0.0026619718309859155,-7.0,-8.0,-1554.0,-1547.0,,预载起点待核验
XY_Y-11-10-01,Y,20.0,2,XY/袁-20250529/Y-11-10-01/Test1/33061_1_24/Img000002.jpg,0.005323943661971831,-7.0,-8.0,-1554.0,-1547.0,,预载起点待核验
XY_Y-11-10-01,Y,20.0,3,XY/袁-20250529/Y-11-10-01/Test1/33061_1_24/Img000003.jpg,0.007985915492957745,-7.0,-8.0,-1554.0,-1547.0,,预载起点待核验
XY_Y-11-10-01,Y,20.0,4,XY/袁-20250529/Y-11-10-01/Test1/33061_1_24/Img000004.jpg,0.010647887323943662,-7.0,-8.0,-1554.0,-1547.0,,预载起点待核验
XY_Y-11-10-01,Y,20.0,5,XY/袁-20250529/Y-11-10-01/Test1/33061_1_24/Img000005.jpg,0.013309859154929576,-9.0,-8.0,-1550.0,-1543.0,,预载起点待核验
XY_Y-11-10-01,Y,20.0,6,XY/袁-20250529/Y-11-10-01/Test1/33061_1_24/Img000006.jpg,0.01597183098591549,-9.0,-8.0,-1550.0,-1543.0,,预载起点待核验
XY_Y-11-10-01,Y,20.0,7,XY/袁-20250529/Y-11-10-01/Test1/33061_1_24/Img000007.jpg,0.01863380281690141,-9.0,-8.0,-1550.0,-1543.0,,预载起点待核验
XY_Y-11-10-01,Y,20.0,8,XY/袁-20250529/Y-11-10-01/Test1/33061_1_24/Img000008.jpg,0.021295774647887324,-9.0,-8.0,-1550.0,-1543.0,,预载起点待核验
XY_Y-11-10-01,Y,20.0,9,XY/袁-20250529/Y-11-10-01/Test1/33061_1_24/Img000009.jpg,0.023957746478873238,-7.084507042253525,-8.0,-1546.1690140845071,-1539.1690140845071,,预载起点待核验
