试验编号,照片帧号,照片文件,估计时间_s,Fx1力_N,Fx2力_N,Fy1力_N,Fy2力_N,事件标签,同步状态
XY_X-06-1.0-01,0,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000000.jpg,0.104,-83.0,-84.0,-4.0,-3.0,加载起点,估计同步待核验
XY_X-06-1.0-01,1,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000001.jpg,0.12434090909090909,-95.0,-95.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,2,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000002.jpg,0.1446818181818182,-118.0,-118.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,3,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000003.jpg,0.16502272727272727,-142.0,-141.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,4,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000004.jpg,0.18536363636363637,-165.0,-165.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,5,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000005.jpg,0.20570454545454547,-188.0,-189.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,6,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000006.jpg,0.22604545454545455,-212.0,-213.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,7,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000007.jpg,0.24638636363636363,-228.47727272727266,-229.02272727272717,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,8,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000008.jpg,0.26672727272727276,-248.0,-248.0,-5.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,9,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000009.jpg,0.2870681818181818,-272.0,-272.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,10,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000010.jpg,0.3074090909090909,-295.0,-295.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,11,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000011.jpg,0.32775,-317.0,-318.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,12,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000012.jpg,0.3480909090909091,-340.0,-342.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,13,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000013.jpg,0.36843181818181814,-363.0,-365.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,14,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000014.jpg,0.38877272727272727,-377.0,-377.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,15,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000015.jpg,0.40911363636363635,-400.0,-400.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,16,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000016.jpg,0.4294545454545455,-422.0,-423.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,17,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000017.jpg,0.4497954545454545,-444.0,-446.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,18,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000018.jpg,0.4701363636363636,-467.0,-469.0,-4.0,-3.0,,估计同步待核验
XY_X-06-1.0-01,19,XY/袁-20250529/X-06-1.0-01/Test1/33061_1_20/Img000019.jpg,0.49047727272727276,-489.0,-491.0,-4.0,-3.0,,估计同步待核验
